Mass,compounds,ElementalAssignment
224.0928471,lignin,CHON
224.0959886,unnamed,unassigned
224.0966334,unnamed,unassigned
224.0985549,unnamed,unassigned
224.10355,unnamed,unassigned
224.126718,unnamed,unassigned
224.1292237,lipid,CHON
224.1417861,unnamed,unassigned
224.166298,unnamed,unassigned
224.1689963,unnamed,unassigned
224.2164223,unnamed,unassigned
224.2244613,unnamed,unassigned
224.2264426,unnamed,unassigned
224.2537669,unnamed,unassigned
224.2540366,unnamed,unassigned
224.29279,unnamed,unassigned
224.3205495,unnamed,unassigned
224.3338424,unnamed,unassigned
224.3746396,unnamed,unassigned
224.3804369,unnamed,unassigned
224.3857473,unnamed,unassigned
224.3949257,unnamed,unassigned
224.4032369,unnamed,unassigned
224.4232947,unnamed,unassigned
224.4359166,unnamed,unassigned
224.4457132,unnamed,unassigned
224.462269,unnamed,unassigned
224.4728222,unnamed,unassigned
224.4782915,unnamed,unassigned
224.4916765,unnamed,unassigned
224.5216825,unnamed,unassigned
224.5433423,unnamed,unassigned
224.5667563,unnamed,unassigned
224.5730357,unnamed,unassigned
224.5972514,unnamed,unassigned
224.6125506,unnamed,unassigned
224.6348146,unnamed,unassigned
224.6691652,unnamed,unassigned
224.7074589,unnamed,unassigned
224.7287944,unnamed,unassigned
224.7308065,unnamed,unassigned
224.7322428,unnamed,unassigned
224.7401666,unnamed,unassigned
224.7625878,unnamed,unassigned
224.7630201,unnamed,unassigned
224.7701756,unnamed,unassigned
224.8017623,unnamed,unassigned
224.8191872,unnamed,unassigned
224.8269859,unnamed,unassigned
224.8319596,unnamed,unassigned
224.8392953,unnamed,unassigned
224.8757624,unnamed,unassigned
224.878255,unnamed,unassigned
224.8828589,unnamed,unassigned
224.8960072,unnamed,unassigned
224.9138265,unnamed,unassigned
224.9143068,condHC,CHOS
224.9151898,unnamed,unassigned
224.9306934,unnamed,unassigned
224.9326957,tannin,CHONSP
224.9340018,unnamed,unassigned
224.9350052,unnamed,unassigned
224.9352965,unnamed,unassigned
224.9403472,unnamed,unassigned
224.9468305,carbohydrate,CHONS
224.9473281,unnamed,unassigned
224.9543179,lipid,CHOS
224.9555917,unnamed,unassigned
224.9797525,condHC,CHONS
224.9812227,unnamed,unassigned
224.9912024,unnamed,unassigned
224.9915844,unnamed,unassigned
224.9929089,unnamed,unassigned
225.0004393,unnamed,unassigned
225.0035817,unnamed,unassigned
225.0040619,condHC,CHO
225.0076533,carbohydrate,CHOS
225.011628,unnamed,unassigned
225.0193407,condHC,CHO
225.0226924,lignin,CHOS
225.0289694,unnamed,unassigned
225.0311725,unnamed,unassigned
225.0359835,unnamed,unassigned
225.0394374,unnamed,unassigned
225.039943,unnamed,unassigned
225.0404405,lignin,CHO
225.0438126,carbohydrate,CHOS
225.046278,unnamed,unassigned
225.053394,unnamed,unassigned
225.055668,condHC,CHO
225.0590764,lignin,CHOS
225.0647002,unnamed,unassigned
225.0745079,unnamed,unassigned
225.0759457,unnamed,unassigned
225.0763354,unnamed,unassigned
225.0768383,lignin,CHO
225.0802013,unnamed,unassigned
225.0880699,lignin,CHON
225.0892399,unnamed,unassigned
225.0897207,unnamed,unassigned
225.0950145,unnamed,unassigned
225.0979919,unnamed,unassigned
225.1003373,unnamed,unassigned
225.1108935,unnamed,unassigned
225.1126904,unnamed,unassigned
225.1132225,protein,CHO
225.128499,unsatHC,CHO
225.1496051,lipid,CHO
225.151294,unnamed,unassigned
225.1614432,unnamed,unassigned
225.163137,unnamed,unassigned
225.1755689,unnamed,unassigned
225.1829035,unnamed,unassigned
225.1860351,lipid,CHO
225.1908654,unnamed,unassigned
225.1921735,unnamed,unassigned
225.1933982,unnamed,unassigned
225.2132627,unnamed,unassigned
225.2423118,unnamed,unassigned
225.3003275,unnamed,unassigned
225.3342806,unnamed,unassigned
225.3528528,unnamed,unassigned
225.3726564,unnamed,unassigned
225.3791222,unnamed,unassigned
225.383651,unnamed,unassigned
225.3839294,unnamed,unassigned
225.3882396,unnamed,unassigned
225.3886099,unnamed,unassigned
225.4144919,unnamed,unassigned
225.414833,unnamed,unassigned
225.4187343,unnamed,unassigned
225.4234603,unnamed,unassigned
225.4273606,unnamed,unassigned
225.4281833,unnamed,unassigned
225.4304284,unnamed,unassigned
225.4460147,unnamed,unassigned
225.4994884,unnamed,unassigned
225.501853,unnamed,unassigned
225.5174905,unnamed,unassigned
225.5242691,unnamed,unassigned
225.5491111,unnamed,unassigned
225.5523696,unnamed,unassigned
225.5691913,unnamed,unassigned
225.5935021,unnamed,unassigned
225.599545,unnamed,unassigned
225.6051472,unnamed,unassigned
225.605382,unnamed,unassigned
225.6203303,unnamed,unassigned
225.6206628,unnamed,unassigned
225.6365451,unnamed,unassigned
225.6369663,unnamed,unassigned
225.6419693,unnamed,unassigned
225.6469484,unnamed,unassigned
225.6644199,unnamed,unassigned
225.684666,unnamed,unassigned
225.6978217,unnamed,unassigned
225.6980575,unnamed,unassigned
225.7057338,unnamed,unassigned
225.7192958,unnamed,unassigned
225.7238614,unnamed,unassigned
225.7245203,unnamed,unassigned
225.7515318,unnamed,unassigned
225.7840186,unnamed,unassigned
225.7897538,unnamed,unassigned
225.8039608,unnamed,unassigned
225.8281159,unnamed,unassigned
225.8285037,unnamed,unassigned
225.8333505,unnamed,unassigned
225.8862265,unnamed,unassigned
225.9024811,unnamed,unassigned
225.9332982,unnamed,unassigned
225.9344451,unnamed,unassigned
225.9468983,unnamed,unassigned
225.9892973,protein,CHOSP
225.9993005,condHC,CHON
226.0030963,unnamed,unassigned
226.0058605,unnamed,unassigned
226.0068921,carbohydrate,CHOSP
226.0121792,unnamed,unassigned
226.0271332,unnamed,unassigned
226.0283727,unnamed,unassigned
226.0294441,unnamed,unassigned
226.0357155,tannin,CHON
226.0387901,unnamed,unassigned
226.0487681,unnamed,unassigned
226.07025,unnamed,unassigned
226.0716792,unnamed,unassigned
226.0720712,lignin,CHON
226.0818995,unnamed,unassigned
226.0832892,lignin,CHON
226.0910254,unnamed,unassigned
226.0930902,unnamed,unassigned
226.1084831,protein,CHON
226.1350256,unnamed,unassigned
226.1668489,unnamed,unassigned
226.1806156,unnamed,unassigned
226.1884932,unnamed,unassigned
226.1899432,unnamed,unassigned
226.2375532,unnamed,unassigned
226.2443893,unnamed,unassigned
226.2619362,unnamed,unassigned
226.2679956,unnamed,unassigned
226.2696925,unnamed,unassigned
226.2858891,unnamed,unassigned
226.2989198,unnamed,unassigned
226.309976,unnamed,unassigned
226.3406523,unnamed,unassigned
226.3780752,unnamed,unassigned
226.3808177,unnamed,unassigned
226.3923347,unnamed,unassigned
226.3935627,unnamed,unassigned
226.4022833,unnamed,unassigned
226.4025373,unnamed,unassigned
226.4178668,unnamed,unassigned
226.4215772,unnamed,unassigned
226.4259312,unnamed,unassigned
226.4317712,unnamed,unassigned
226.4842183,unnamed,unassigned
226.5242486,unnamed,unassigned
226.5418732,unnamed,unassigned
226.561605,unnamed,unassigned
226.5625934,unnamed,unassigned
226.5725336,unnamed,unassigned
226.5745419,unnamed,unassigned
226.5944623,unnamed,unassigned
226.6184844,unnamed,unassigned
226.6328314,unnamed,unassigned
226.6406548,unnamed,unassigned
226.6731792,unnamed,unassigned
226.6736551,unnamed,unassigned
226.6944054,unnamed,unassigned
226.7608871,unnamed,unassigned
226.7996902,unnamed,unassigned
226.8162492,unnamed,unassigned
226.8365581,unnamed,unassigned
226.8448933,unnamed,unassigned
226.8457341,unnamed,unassigned
226.8504272,unnamed,unassigned
226.8686083,unnamed,unassigned
226.8752387,unnamed,unassigned
226.8906961,unnamed,unassigned
226.9074553,unnamed,unassigned
226.9109015,unnamed,unassigned
226.9275484,unnamed,unassigned
226.9283544,unnamed,unassigned
226.9349119,unnamed,unassigned
226.9400084,unnamed,unassigned
226.9559904,condHC,CHONSP
226.9708715,unnamed,unassigned
226.9713264,unnamed,unassigned
226.983305,unnamed,CHO
226.9856591,unnamed,unassigned
226.9924577,unnamed,unassigned
227.0019544,lignin,CHOS
227.0036446,unnamed,unassigned
227.0082576,unnamed,unassigned
227.013388,lignin,CHONS
227.0197207,tannin,CHO
227.0246267,unnamed,unassigned
227.0326046,unnamed,unassigned
227.0349878,condHC,CHO
227.0383756,lignin,CHOS
227.0480181,unnamed,unassigned
227.0559553,lignin,CHO
227.0561256,lignin,CHO
227.0613453,unnamed,unassigned
227.0673432,lignin,CHON
227.0709734,unnamed,unassigned
227.0714182,lignin,CHO
227.0914168,unnamed,unassigned
227.0919506,unnamed,unassigned
227.0924845,lignin,CHO
227.0963474,unnamed,unassigned
227.1032301,unnamed,unassigned
227.1037426,protein,CHON
227.1205565,unnamed,unassigned
227.1208036,unnamed,unassigned
227.1283903,unnamed,unassigned
227.1288651,protein,CHO
227.13963,unnamed,unassigned
227.1401056,lipid,CHON
227.1522869,unnamed,unassigned
227.1652756,lipid,CHO
227.1655387,unnamed,unassigned
227.1769143,unnamed,unassigned
227.2011554,unnamed,unassigned
227.2016756,lipid,CHO
227.2020665,unnamed,unassigned
227.2050409,unnamed,unassigned
227.219814,unnamed,unassigned
227.2406518,unnamed,unassigned
227.2769371,unnamed,unassigned
227.2784332,unnamed,unassigned
227.3541858,unnamed,unassigned
227.3649591,unnamed,unassigned
227.3769966,unnamed,unassigned
227.3861311,unnamed,unassigned
227.4007022,unnamed,unassigned
227.4018219,unnamed,unassigned
227.4156167,unnamed,unassigned
227.4251015,unnamed,unassigned
227.4321762,unnamed,unassigned
227.4539072,unnamed,unassigned
227.4815964,unnamed,unassigned
227.483777,unnamed,unassigned
227.5149057,unnamed,unassigned
227.5211871,unnamed,unassigned
227.5364436,unnamed,unassigned
227.5370902,unnamed,unassigned
227.5709963,unnamed,unassigned
227.5889662,unnamed,unassigned
227.6653201,unnamed,unassigned
227.6689325,unnamed,unassigned
227.6902905,unnamed,unassigned
227.7012531,unnamed,unassigned
227.7017096,unnamed,unassigned
227.706986,unnamed,unassigned
227.7256848,unnamed,unassigned
227.7668544,unnamed,unassigned
227.7674129,unnamed,unassigned
227.804253,unnamed,unassigned
227.8228225,unnamed,unassigned
227.8824118,unnamed,unassigned
227.9047792,unnamed,unassigned
227.9346368,unnamed,unassigned
227.9375794,unnamed,unassigned
227.9412257,unnamed,unassigned
227.946072,unnamed,unassigned
227.954805,unnamed,unassigned
228.0044341,unnamed,unassigned
228.0064599,unnamed,unassigned
228.0107528,unnamed,unassigned
228.023982,unnamed,unassigned
228.0246195,unnamed,unassigned
228.0346708,unnamed,unassigned
228.0428662,unnamed,unassigned
228.051336,tannin,CHON
228.0525423,unnamed,unassigned
228.0644329,unnamed,unassigned
228.0877266,protein,CHON
228.0953683,unnamed,unassigned
228.0989194,protein,CHON
228.1241292,protein,CHON
228.1258148,unnamed,unassigned
228.1362521,unnamed,unassigned
228.1599746,unnamed,unassigned
228.1605162,lipid,CHON
228.1633977,unnamed,unassigned
228.2045566,unnamed,unassigned
228.2377276,unnamed,unassigned
228.2637908,unnamed,unassigned
228.2675355,unnamed,unassigned
228.3020503,unnamed,unassigned
228.3176529,unnamed,unassigned
228.3378975,unnamed,unassigned
228.3412432,unnamed,unassigned
228.3546794,unnamed,unassigned
228.36663,unnamed,unassigned
228.3730035,unnamed,unassigned
228.3862706,unnamed,unassigned
228.4040138,unnamed,unassigned
228.4118533,unnamed,unassigned
228.4229289,unnamed,unassigned
228.4232696,unnamed,unassigned
228.4277157,unnamed,unassigned
228.4282756,unnamed,unassigned
228.4325842,unnamed,unassigned
228.4333475,unnamed,unassigned
228.4367647,unnamed,unassigned
228.470356,unnamed,unassigned
228.4844808,unnamed,unassigned
228.4917165,unnamed,unassigned
228.5029033,unnamed,unassigned
228.5222536,unnamed,unassigned
228.5225662,unnamed,unassigned
228.5246677,unnamed,unassigned
228.5360766,unnamed,unassigned
228.5596373,unnamed,unassigned
228.5902565,unnamed,unassigned
228.5942347,unnamed,unassigned
228.6169739,unnamed,unassigned
228.6181824,unnamed,unassigned
228.6297784,unnamed,unassigned
228.6450807,unnamed,unassigned
228.6631037,unnamed,unassigned
228.6896994,unnamed,unassigned
228.7487649,unnamed,unassigned
228.7500723,unnamed,unassigned
228.7584049,unnamed,unassigned
228.7919801,unnamed,unassigned
228.8132322,unnamed,unassigned
228.8336563,unnamed,unassigned
228.8416627,unnamed,unassigned
228.8423515,unnamed,unassigned
228.8469439,unnamed,unassigned
228.8501761,unnamed,unassigned
228.8513307,unnamed,unassigned
228.8518328,unnamed,unassigned
228.8519229,unnamed,unassigned
228.8576864,unnamed,unassigned
228.8607977,unnamed,unassigned
228.8656765,unnamed,unassigned
228.8745545,unnamed,unassigned
228.8754326,unnamed,unassigned
228.9028463,unnamed,unassigned
228.9045246,unnamed,unassigned
228.9231843,unnamed,unassigned
228.9328836,unnamed,unassigned
228.9332184,unnamed,unassigned
228.9335772,unnamed,unassigned
228.9467924,unnamed,unassigned
228.9505721,unnamed,unassigned
228.9637769,carbohydrate,CHONSP
228.9688819,unnamed,unassigned
228.9692942,unnamed,unassigned
228.9698336,unnamed,unassigned
228.9702554,unnamed,unassigned
228.9707572,unnamed,unassigned
228.9746497,lignin,CHONS
228.9812393,condHC,CHOS
228.9904157,unnamed,unassigned
228.9908884,unnamed,unassigned
228.998933,unnamed,CHO
229.0118576,unnamed,unassigned
229.0142476,condHC,CHO
229.0176118,lignin,CHOS
229.0206411,unnamed,unassigned
229.0248838,unnamed,unassigned
229.0267678,unnamed,unassigned
229.0273129,unnamed,unassigned
229.0300233,unnamed,unassigned
229.0353763,tannin,CHO
229.0387849,unnamed,unassigned
229.048232,unnamed,unassigned
229.048504,unnamed,unassigned
229.0506322,condHC,CHO
229.0531831,unnamed,unassigned
229.0613073,unnamed,unassigned
229.0628479,unnamed,unassigned
229.0634122,unnamed,unassigned
229.0636971,unnamed,unassigned
229.0709033,unnamed,unassigned
229.0712369,unnamed,unassigned
229.0717575,lignin,CHO
229.0770438,unnamed,unassigned
229.0830017,amino_sugar,CHON
229.0870198,lignin,CHO
229.0888179,unnamed,unassigned
229.0894536,unnamed,unassigned
229.0977054,unnamed,unassigned
229.0992194,unnamed,unassigned
229.1075287,unnamed,unassigned
229.1081344,protein,CHO
229.1188459,unnamed,unassigned
229.1193865,protein,CHON
229.1420398,unnamed,unassigned
229.1439528,unnamed,unassigned
229.1445152,protein,CHO
229.1449971,unnamed,unassigned
229.1552175,unnamed,unassigned
229.1557579,lipid,CHON
229.1638505,unnamed,unassigned
229.1809217,lipid,CHO
229.1863982,unnamed,unassigned
229.2084254,unnamed,unassigned
229.2123144,unnamed,unassigned
229.220193,unnamed,unassigned
229.2413334,unnamed,unassigned
229.2610598,unnamed,unassigned
229.2674566,unnamed,unassigned
229.2810442,unnamed,unassigned
229.2963566,unnamed,unassigned
229.3031947,unnamed,unassigned
229.3396017,unnamed,unassigned
229.3475171,unnamed,unassigned
229.3548331,unnamed,unassigned
229.3602068,unnamed,unassigned
229.3726935,unnamed,unassigned
229.3813759,unnamed,unassigned
229.395394,unnamed,unassigned
229.404922,unnamed,unassigned
229.4088644,unnamed,unassigned
229.4151849,unnamed,unassigned
229.4212093,unnamed,unassigned
229.4246055,unnamed,unassigned
229.51583,unnamed,unassigned
229.5298687,unnamed,unassigned
229.5826425,unnamed,unassigned
229.5903488,unnamed,unassigned
229.5969518,unnamed,unassigned
229.6343177,unnamed,unassigned
229.6408035,unnamed,unassigned
229.6456593,unnamed,unassigned
229.6750878,unnamed,unassigned
229.7032172,unnamed,unassigned
229.737713,unnamed,unassigned
229.7598613,unnamed,unassigned
229.7664063,unnamed,unassigned
229.7681178,unnamed,unassigned
229.775678,unnamed,unassigned
229.8217472,unnamed,unassigned
229.8285327,unnamed,unassigned
229.8817661,unnamed,unassigned
229.9018665,unnamed,unassigned
229.9117668,unnamed,unassigned
229.9434402,unnamed,unassigned
229.9741039,condHC,CHONS
230.0086944,unnamed,unassigned
230.0165578,unnamed,unassigned
230.0184621,unnamed,unassigned
230.0188211,unnamed,unassigned
230.0196366,unnamed,unassigned
230.0220757,unnamed,unassigned
230.0225401,unnamed,unassigned
230.0306733,tannin,CHON
230.0565314,unnamed,unassigned
230.0669887,tannin,CHON
230.0782222,amino_sugar,CHON
230.0800544,unnamed,unassigned
230.0822484,lignin,CHON
230.1033985,protein,CHON
230.1146348,protein,CHON
230.1343791,unnamed,unassigned
230.1360605,unnamed,unassigned
230.137867,unnamed,unassigned
230.1397763,protein,CHON
230.1415406,unnamed,unassigned
230.1501419,unnamed,unassigned
230.1653395,unnamed,unassigned
230.1798955,unnamed,unassigned
230.2375021,unnamed,unassigned
230.250523,unnamed,unassigned
230.259322,unnamed,unassigned
230.261536,unnamed,unassigned
230.3138772,unnamed,unassigned
230.3648346,unnamed,unassigned
230.4376245,unnamed,unassigned
230.4402204,unnamed,unassigned
230.4534552,unnamed,unassigned
230.4718048,unnamed,unassigned
230.4730841,unnamed,unassigned
230.4733258,unnamed,unassigned
230.4779076,unnamed,unassigned
230.4798318,unnamed,unassigned
230.4828451,unnamed,unassigned
230.5002224,unnamed,unassigned
230.5054717,unnamed,unassigned
230.5372497,unnamed,unassigned
230.5375928,unnamed,unassigned
230.5655419,unnamed,unassigned
230.5795609,unnamed,unassigned
230.5839764,unnamed,unassigned
230.6217472,unnamed,unassigned
230.6551991,unnamed,unassigned
230.6575944,unnamed,unassigned
230.6579523,unnamed,unassigned
230.6692142,unnamed,unassigned
230.6847794,unnamed,unassigned
230.7032783,unnamed,unassigned
230.7296842,unnamed,unassigned
230.7535818,unnamed,unassigned
230.8049453,unnamed,unassigned
230.8150198,unnamed,unassigned
230.8284675,unnamed,unassigned
230.8307101,unnamed,unassigned
230.8364666,unnamed,unassigned
230.8394048,unnamed,unassigned
230.8439112,unnamed,unassigned
230.8483664,unnamed,unassigned
230.8488824,unnamed,unassigned
230.8489719,unnamed,unassigned
230.854717,unnamed,unassigned
230.856476,unnamed,unassigned
230.8578181,unnamed,unassigned
230.8627824,unnamed,unassigned
230.8787555,unnamed,unassigned
230.8998503,unnamed,unassigned
230.923932,unnamed,unassigned
230.9298287,unnamed,unassigned
230.9485229,unnamed,unassigned
230.9638378,unnamed,unassigned
230.9673149,unnamed,unassigned
230.9677819,unnamed,unassigned
230.9701618,unnamed,unassigned
230.9861619,unnamed,unassigned
230.9934793,condHC,CHO
230.9968785,tannin,CHOS
231.002623,unnamed,unassigned
231.0041447,unnamed,unassigned
231.0066194,unnamed,unassigned
231.0116881,unnamed,unassigned
231.0145799,tannin,CHO
231.0187508,unnamed,unassigned
231.0227824,unnamed,unassigned
231.0243766,unnamed,unassigned
231.0293007,unnamed,unassigned
231.0298787,condHC,CHO
231.0332636,lignin,CHOS
231.0354631,unnamed,unassigned
231.0376275,unnamed,unassigned
231.0402218,unnamed,unassigned
231.0405598,unnamed,unassigned
231.0429249,unnamed,unassigned
231.0446326,protein,CHONS
231.0505164,unnamed,unassigned
231.0510201,tannin,CHO
231.0622464,carbohydrate,CHON
231.0640725,unnamed,unassigned
231.0662799,lignin,CHO
231.0681885,unnamed,unassigned
231.0861545,unnamed,unassigned
231.0867891,unnamed,unassigned
231.0868962,unnamed,unassigned
231.0874126,amino_sugar,CHO
231.0986366,amino_sugar,CHON
231.10012,unnamed,unassigned
231.1026803,lignin,CHO
231.1229955,unnamed,unassigned
231.123247,unnamed,unassigned
231.1237933,protein,CHO
231.1272521,unnamed,unassigned
231.1345016,unnamed,unassigned
231.1350363,protein,CHON
231.160192,protein,CHO
231.1664953,unnamed,unassigned
231.1754379,lipid,CHO
231.1775805,unnamed,unassigned
231.2159781,unnamed,unassigned
231.2299897,unnamed,unassigned
231.2398343,unnamed,unassigned
231.2470666,unnamed,unassigned
231.25188,unnamed,unassigned
231.2682558,unnamed,unassigned
231.279098,unnamed,unassigned
231.2922866,unnamed,unassigned
231.312754,unnamed,unassigned
231.3213631,unnamed,unassigned
231.3247962,unnamed,unassigned
231.3298311,unnamed,unassigned
231.3434374,unnamed,unassigned
231.3460289,unnamed,unassigned
231.3498301,unnamed,unassigned
231.380089,unnamed,unassigned
231.4138816,unnamed,unassigned
231.4166879,unnamed,unassigned
231.4740446,unnamed,unassigned
231.4811697,unnamed,unassigned
231.482126,unnamed,unassigned
231.5012409,unnamed,unassigned
231.6536612,unnamed,unassigned
231.7136309,unnamed,unassigned
231.741593,unnamed,unassigned
231.7457844,unnamed,unassigned
231.7462924,unnamed,unassigned
231.758629,unnamed,unassigned
231.7608368,unnamed,unassigned
231.7633717,unnamed,unassigned
231.7899602,unnamed,unassigned
231.7951606,unnamed,unassigned
231.8417375,unnamed,unassigned
231.8691481,unnamed,unassigned
231.8989613,unnamed,unassigned
231.906729,unnamed,unassigned
231.9103599,unnamed,unassigned
231.9126736,unnamed,unassigned
231.9250618,unnamed,unassigned
231.9414235,unnamed,unassigned
231.9448145,unnamed,unassigned
231.9559204,unnamed,CHONS
231.9836411,unnamed,unassigned
231.9886853,condHC,CHON
231.9917317,unnamed,unassigned
232.0251322,condHC,CHON
232.0298307,unnamed,unassigned
232.0344106,unnamed,unassigned
232.0377145,unnamed,unassigned
232.0462729,tannin,CHON
232.0469993,lipid,CHONS
232.0510344,unnamed,unassigned
232.0556235,unnamed,unassigned
232.0614871,lignin,CHON
232.0634734,unnamed,unassigned
232.0826563,amino_sugar,CHON
232.0939744,amino_sugar,CHON
232.1134027,unnamed,unassigned
232.1190342,protein,CHON
232.1656624,unnamed,unassigned
232.1880974,unnamed,unassigned
232.190464,unnamed,unassigned
232.2319084,unnamed,unassigned
232.236965,unnamed,unassigned
232.2642856,unnamed,unassigned
232.2983944,unnamed,unassigned
232.3167277,unnamed,unassigned
232.3329846,unnamed,unassigned
232.340181,unnamed,unassigned
232.4047879,unnamed,unassigned
232.407183,unnamed,unassigned
232.4093936,unnamed,unassigned
232.4134575,unnamed,unassigned
232.4364179,unnamed,unassigned
232.4721689,unnamed,unassigned
232.4846727,unnamed,unassigned
232.504539,unnamed,unassigned
232.5076507,unnamed,unassigned
232.5332847,unnamed,unassigned
232.5418946,unnamed,unassigned
232.5481534,unnamed,unassigned
232.585692,unnamed,unassigned
232.5875539,unnamed,unassigned
232.5948051,unnamed,unassigned
232.608527,unnamed,unassigned
232.6397742,unnamed,unassigned
232.6674536,unnamed,unassigned
232.6686693,unnamed,unassigned
232.7009358,unnamed,unassigned
232.7366089,unnamed,unassigned
232.7380074,unnamed,unassigned
232.7686861,unnamed,unassigned
232.769198,unnamed,unassigned
232.8071727,unnamed,unassigned
232.8129895,unnamed,unassigned
232.8325021,unnamed,unassigned
232.8335388,unnamed,unassigned
232.8337847,unnamed,unassigned
232.8442612,unnamed,unassigned
232.8447073,unnamed,unassigned
232.8459495,unnamed,unassigned
232.8484971,unnamed,unassigned
232.8489688,unnamed,unassigned
232.8517133,unnamed,unassigned
232.8607768,unnamed,unassigned
232.8735497,unnamed,unassigned
232.8924836,unnamed,unassigned
232.8969635,unnamed,unassigned
232.9018359,unnamed,unassigned
232.9023821,unnamed,unassigned
232.9091028,unnamed,unassigned
232.9241615,unnamed,unassigned
232.9246719,unnamed,unassigned
232.9277846,unnamed,unassigned
232.9342785,unnamed,unassigned
232.9413894,unnamed,unassigned
232.9438947,unnamed,unassigned
232.9444017,unnamed,unassigned
232.9617948,unnamed,unassigned
232.9640985,unnamed,unassigned
232.9680503,unnamed,unassigned
232.9761167,tannin,CHOS
232.9883356,condHC,CHONP
233.0006052,unnamed,unassigned
233.0012093,unnamed,unassigned
233.0085767,unnamed,unassigned
233.009152,condHC,CHO
233.0140563,unnamed,unassigned
233.0177308,unnamed,unassigned
233.0197654,unnamed,unassigned
233.0302495,tannin,CHO
233.0372885,unnamed,unassigned
233.0455299,lignin,CHO
233.0474066,unnamed,unassigned
233.0562238,unnamed,unassigned
233.0580025,unnamed,unassigned
233.0612577,unnamed,unassigned
233.0666649,carbohydrate,CHO
233.0779101,carbohydrate,CHON
233.0819171,lignin,CHO
233.0838076,unnamed,unassigned
233.0847344,unnamed,unassigned
233.085313,protein,CHOS
233.0965019,protein,CHONS
233.0968451,unnamed,unassigned
233.1025047,unnamed,unassigned
233.1030589,amino_sugar,CHO
233.1142954,amino_sugar,CHON
233.1183245,lignin,CHO
233.1202422,unnamed,unassigned
233.1394364,protein,CHO
233.1541344,unnamed,unassigned
233.1547029,lignin,CHO
233.1684522,unnamed,unassigned
233.1815953,unnamed,unassigned
233.1905259,unnamed,unassigned
233.2104302,unnamed,unassigned
233.2314989,unnamed,unassigned
233.2477809,unnamed,unassigned
233.2768775,unnamed,unassigned
233.3091185,unnamed,unassigned
233.3176932,unnamed,unassigned
233.3210069,unnamed,unassigned
233.3274875,unnamed,unassigned
233.3360597,unnamed,unassigned
233.3396899,unnamed,unassigned
233.3410472,unnamed,unassigned
233.359535,unnamed,unassigned
233.392051,unnamed,unassigned
233.4058475,unnamed,unassigned
233.4383612,unnamed,unassigned
233.4520192,unnamed,unassigned
233.4549381,unnamed,unassigned
233.4744914,unnamed,unassigned
233.4782084,unnamed,unassigned
233.4879157,unnamed,unassigned
233.5072011,unnamed,unassigned
233.5204662,unnamed,unassigned
233.5211916,unnamed,unassigned
233.5680528,unnamed,unassigned
233.5683492,unnamed,unassigned
233.5722578,unnamed,unassigned
233.602714,unnamed,unassigned
233.6081349,unnamed,unassigned
233.6464272,unnamed,unassigned
233.6858095,unnamed,unassigned
233.7086562,unnamed,unassigned
233.712615,unnamed,unassigned
233.7776813,unnamed,unassigned
233.7984648,unnamed,unassigned
233.8117642,unnamed,unassigned
233.8145425,unnamed,unassigned
233.8552727,unnamed,unassigned
233.860638,unnamed,unassigned
233.8610352,unnamed,unassigned
233.864147,unnamed,unassigned
233.8888542,unnamed,unassigned
233.8945749,unnamed,unassigned
233.8956779,unnamed,unassigned
233.9060804,unnamed,unassigned
233.9191017,unnamed,unassigned
233.9230233,unnamed,unassigned
233.9242337,unnamed,unassigned
233.9296196,unnamed,unassigned
233.9309267,unnamed,unassigned
233.9488165,unnamed,unassigned
233.9532853,unnamed,unassigned
233.962342,unnamed,unassigned
233.9674705,unnamed,unassigned
233.9696767,unnamed,unassigned
234.0043737,condHC,CHON
234.0169465,unnamed,unassigned
234.0246115,unnamed,unassigned
234.03769,lipid,CHONS
234.0388359,unnamed,unassigned
234.0407947,lignin,CHON
234.0462883,unnamed,unassigned
234.0516445,unnamed,unassigned
234.0550966,unnamed,unassigned
234.0595872,lignin,CHONS
234.0603388,unnamed,unassigned
234.0608869,unnamed,unassigned
234.0619359,carbohydrate,CHON
234.066749,unnamed,unassigned
234.0704173,unnamed,unassigned
234.0772115,lignin,CHON
234.079113,unnamed,unassigned
234.0819827,unnamed,unassigned
234.0983276,amino_sugar,CHON
234.117086,lipid,CHONS
234.1276116,unnamed,unassigned
234.1364201,unnamed,unassigned
234.1441462,unnamed,unassigned
234.1880982,unnamed,unassigned
234.1970136,unnamed,unassigned
234.2095946,unnamed,unassigned
234.2600069,unnamed,unassigned
234.2882635,unnamed,unassigned
234.3059418,unnamed,unassigned
234.3071008,unnamed,unassigned
234.3073591,unnamed,unassigned
234.3116294,unnamed,unassigned
234.3251564,unnamed,unassigned
234.3442306,unnamed,unassigned
234.3539976,unnamed,unassigned
234.3584913,unnamed,unassigned
234.3684425,unnamed,unassigned
234.3830853,unnamed,unassigned
234.3887377,unnamed,unassigned
234.3899163,unnamed,unassigned
234.3935715,unnamed,unassigned
234.4201352,unnamed,unassigned
234.4206983,unnamed,unassigned
234.5001854,unnamed,unassigned
234.5089534,unnamed,unassigned
234.5183138,unnamed,unassigned
234.5547383,unnamed,unassigned
234.572822,unnamed,unassigned
234.5760628,unnamed,unassigned
234.6499237,unnamed,unassigned
234.6521484,unnamed,unassigned
234.6547498,unnamed,unassigned
